00:00,JOAK-FM
01:00,LFR
03:00,NORTHWAVE
04:00,TBS
05:00,RKB
06:00,TBS
07:00,NACK5
08:00,KBS
09:00,RKC
10:00,TBS
12:00,QRR
13:00,TBS
14:00,K-MIX
15:00,KNB
16:00,TBS
17:00,TBS
17:30,ABS
18:00,ROK
19:00,BSN
20:00,FMT
20:30,JOAK-FM
22:00,BAYFM78
22:30,LFR
23:00,TBS
23:30,QRR
