00:00,CCL
03:00,LFR
05:00,TBS
06:30,TBS
08:30,TBS
11:00,RN2
13:00,KBC
14:00,JOAK
15:00,802
17:00,FMT
19:00,K-MIX
21:00,BSS
22:00,LOVEFM
23:00,TBS
